"","words","term.freq","doc.freq"
"13292","butters",1,1
"13293","exploits",1,1
"13294","teutonic",1,1
"13295","uttermost",1,1
"13296","infinite",2,2
"13297","amusement",1,1
"13298","swabian",1,1
"13299","saxon",1,1
"13300","miners",1,1
"13301","riesengeberge",1,1
"13302","key's",1,1
"13303","celebrity.airdrie–anti-corn-law",1,1
"13304","secession",2,1
"13305","airdrie",3,1
"13306","compliance",1,1
"13307","m'gavin",2,1
"13308","waddell",1,1
"13309","forrester",1,1
"13310","burgh",2,1
"13311","nimmo",1,1
"13312","bookseller",1,1
"13313","baptist",1,1
"13314","occasion.kirkcudbright–address",1,1
"13315","dean",2,1
"13316","faculty–we",1,1
"13317","procurators",1,1
"13318","faculty",1,1
"13319","retirement",1,1
"13320","kirkcudbright.distress",1,1
"13321","paisley.–we",1,1
"13322","bookbinders",1,1
"13323","melange",1,1
"13324","paisley.musselburgh.–mr",1,1
"13325","committeesm",1,1
"13326","contributors",1,1
"13327","neighbourhood.presbytery",1,1
"13328","dalkeith–case",1,1
"13329","monroe.–this",1,1
"13330","monroe",3,1
"13331","fala",4,1
"13332","presentation",5,1
"13333","thereton",1,1
"13334","soutra",1,1
"13335","acceptance",1,1
"13336","presbyterial",1,1
"13337","documents.splendid",1,1
"13338","meteor.–on",1,1
"13339","meteor",3,1
"13340","unusal",1,1
"13341","moon",2,1
"13342","brightly",1,1
"13343","dazzling",2,1
"13344","blaze",2,1
"13345","illuminating",1,1
"13346","benlomond",1,1
"13347","curse",1,1
"13348","craigforth",1,1
"13349","phenomenon",1,1
"13350","oblong",1,1
"13351","silvery",1,1
"13352","luminary",1,1
"13353","flaming",1,1
"13354","dazzle",1,1
"13355","streamed",1,1
"13356","spendour",1,1
"13357","disappeared",3,2
"13358","enveloping",1,1
"13359","vivid",1,1
"13360","inclining",1,1
"13361","gargunnock",1,1
"13362","quartr",1,1
"13363","glasgow.–stirly",1,1
"13364","journal.glasgow.–the",1,1
"13365","macfarlane's",1,1
"13366","praiseworthy",1,1
"13367","erelong",1,1
"13368","possession.the",1,1
"13369","paisley.–the",1,1
"13370","decreased",1,1
"13371","kilbarchan",1,1
"13372","dependants",2,1
"13373","advertiser.the",1,1
"13374","webs",2,1
"13375","busy",1,1
"13376","warped",1,1
"13377","warpers",1,1
"13378","winders",1,1
"13379","heddle-casters",1,1
"13380","implement",1,1
"13381","trenched",1,1
"13382","ibid.ducal",1,1
"13383","generosity.–after",1,1
"13384","albert",1,1
"13385","woman's",2,1
"13386","liberation",1,1
"13387","family.–reformers",1,1
"13388","gazette.presentation.–a",1,1
"13389","vestry",1,1
"13390","pulpit",1,1
"13391","gown",1,1
"13392","cassock",1,1
"13393","witherspoon's",1,1
"13394","coltness",1,1
"13395","clarkson",1,1
"13396","croupier–when",1,1
"13397","intellectual",1,1
"13398","manner.a",1,1
"13399","rescue.–last",1,1
"13400","riding",2,2
"13401","belabouring",1,1
"13402","unmerciful",1,1
"13403","dismounted",2,1
"13404","knocked",1,1
"13405","rejoicing",1,1
"13406","recollect",1,1
"13407","council.–the",1,1
"13408","christmas",2,2
"13409","holidays.house",1,1
"13410","industry.–we",1,1
"13411","bailie",1,1
"13412","sterling.old",1,1
"13413","church.–the",1,1
"13414","congregations.prince",1,1
"13415","fund.–in",1,1
"13416","indicated",1,1
"13417","lindores",1,1
"13418","requests",1,1
"13419","treasurer.presentation",1,1
"13420","plate.–on",1,1
"13421","dessert",1,1
"13422","princes",1,1
"13423","testimonial",1,1
"13424","celtic",2,1
"13425","wright",1,1
"13426","manufacturer",1,1
"13427","theatre-royal",1,1
"13428","bona",1,1
"13429","fide",1,1
"13430","bumper",1,1
"13431","handomse",1,1
"13432","eulogium",1,1
"13433","endeared",1,1
"13434","acquaintances",1,1
"13435","massive",1,1
"13436","donaldon's",1,1
"13437","drunk",2,2
"13438","convivial",1,1
"13439","flagging",1,1
"13440","jovialty",1,1
"13441","mackenzie's",1,1
"13442","airs",1,1
"13443","vocal",1,1
"13444","amateurs",1,1
"13445","neatly",1,1
"13446","engraved",1,1
"13447","playe",1,1
"13448","r.w.m",1,1
"13449","pony.–at",1,1
"13450","pony",4,1
"13451","gate",2,2
"13452","inwards",1,1
"13453","reins",2,1
"13454","police-office",1,1
"13455","rider",1,1
"13456","clutch",1,1
"13457","thief",1,1
"13458","adroitly",1,1
"13459","fleshmarket",1,1
"13460","escaped.providential",1,1
"13461","recovery.–one",1,1
"13462","villagers",1,1
"13463","ratho",2,1
"13464","dandered",1,1
"13465","play-fellow",1,1
"13466","weeping",1,1
"13467","edge",1,1
"13468","indefatiguable",1,1
"13469","spark",1,1
"13470","romp",1,1
"13471","ever.mungo",1,1
"13472","park.–a",1,1
"13473","traveller.thimble-riggers.–a",1,1
"13474","thimble-riggers",1,1
"13475","infesting",1,1
"13476","passenger",1,1
"13477","desiring",1,1
"13478","luck",1,1
"13479","winning",1,1
"13480","trifle",1,1
"13481","persuades",1,1
"13482","ingratiating",1,1
"13483","procurator-fiscal",1,1
"13484","pollokshaws",2,1
"13485","rural",1,1
"13486","defrauded",1,1
"13487","tothirty",1,1
"13488","correction",1,1
"13489","rogues",1,1
"13490","vagabonds",1,1
"13491","gang.stoppage",1,1
"13492","paisley.–partly",1,1
"13493","malicious",1,1
"13494","thetown",1,1
"13495","chamberlain",1,1
"13496","susspend",1,1
"13497","realizing",1,1
"13498","outstanding",1,1
"13499","would-be-political",1,1
"13500","embarass",1,1
"13501","unfavourabout",1,1
"13502","leniency",1,1
"13503","exactions",1,1
"13504","deficiency",1,1
"13505","prejudicial",1,1
"13506","town's",2,1
"13507","credito",1,1
"13508","uncalled",1,1
"13509","adherents",1,1
"13510","untrue",1,1
"13511","affiars",1,1
"13512","creditors",3,2
"13513","negotiating",1,1
"13514","dissatisfied",3,3
"13515","affairs.–glasgow",1,1
"13516","chronicle.disgraceful",1,1
"13517","trick.–at",1,1
"13518","crieff",1,1
"13519","waggish",1,1
"13520","secretly",1,1
"13521","merrily",1,1
"13522","wag",1,1
"13523","crying",1,1
"13524","mercy",1,1
"13525","hurry",1,1
"13526","terror.–perth",1,1
"13527","courier.the",1,1
"13528","question.–long",1,1
"13529","chalmers",1,1
"13530","non-intrustion",1,1
"13531","liberum",1,1
"13532","arbitrium",1,1
"13533","confers",1,1
"13534","laity",1,1
"13535","immeasurably",1,1
"13536","non-intrusionists",1,1
"13537","moderates",1,1
"13538","uncontrolled",1,1
"13539","granton",1,1
"13540","o'clock.election",1,1
"13541","land.–the",1,1
"13542","minster",1,1
"13543","monkland",1,1
"13544","kirk-session",1,1
"13545","candidate",1,1
"13546","electors",1,1
"13547","stongly",1,1
"13548","marks",1,1
"13549","dominant",1,1
"13550","pye",1,1
"13551","douglass",1,1
"13552","rosehall",1,1
"13553","m'caul",1,1
"13554","daldowie",1,1
"13555","elected.–reformers",1,1
"13556","gazette.destructive",1,1
"13557","fire.–about",1,1
"13558","balmangan",1,1
"13559","rerwick",1,1
"13560","kissock",1,1
"13561","charred",1,1
"13562","rafters",1,1
"13563","walls",3,2
"13564","tacksman",1,1
"13565","unforunately",1,1
"13566","incendiarism",1,1
"13567","clue",1,1
"13568","attaching",1,1
"13569","implies",1,1
"13570","blackest",1,1
"13571","how–daily",1,1
"13572","bread–dumfries",1,1
"13573","courier.hamilton.–some",1,1
"13574","episcopal",1,1
"13575","rebellious",1,1
"13576","espousing",1,1
"13577","episcopacy",1,1
"13578","offices",2,1
"13579","temporalities",1,1
"13580","cantingly",1,1
"13581","venerable",2,2
"13582","prelacy",1,1
"13583","brigg",1,1
"13584","grationthe",1,1
"13585","falkland",3,1
"13586","summer.these",1,1
"13587","humidity",1,1
"13588","sunshine",1,1
"13589","turnips",1,1
"13590","potatoes",2,2
"13591","peatbogs",1,1
"13592","old–one-half",1,1
"13593","gauchos",1,1
"13594","semi-civilised",1,1
"13595","port-louis",1,1
"13596","resides.the",1,1
"13597","area",1,1
"13598","perforated",1,1
"13599","numerous.the",1,1
"13600","refitment",1,1
"13601","frequenting",1,1
"13602","hort",1,1
"13603","blocks",1,1
"13604","subdivided",1,1
"13605","outlay",1,1
"13606","catching",1,1
"13607","taming",1,1
"13608","uninviting",1,1
"13609","seal",2,2
"13610","deep-sea",1,1
"13611","profitable",1,1
"13612","refitting",1,1
"13613","zealand.(from",1,1
"13614","chronicle.)the",1,1
"13615","banquet",1,1
"13616","tories",1,1
"13617","whigs",1,1
"13618","feeling.the",1,1
"13619","felicity",1,1
"13620","complimented",2,1
"13621","deservedly",1,1
"13622","applauded.i",1,1
"13623","crow",1,1
"13624","lent",3,2
"13625","unworthy",1,1
"13626","adverse",9,9
"13627","cheers)but",1,1
"13628","deserved",1,1
"13629","them.we",1,1
"13630","labouchere's",1,1
"13631","hum.–the",0,0
"13632","durham–the",1,1
"13633","localities",1,1
"13634","follows:–emigrants",1,1
"13635","includes",2,1
"13636","thirds",1,1
"13637","table.it",1,1
"13638","countries.the",1,1
"13639","philip.there",1,1
"13640","inconsiderable.at",1,1
"13641","d.lands",1,1
"13642","auction.in",1,1
"13643","index",1,1
"13644","emigrants.the",1,1
"13645","millions.this",1,1
"13646","moorgate",2,1
"13647","london.capital",1,1
"13648","chairman–john",1,1
"13649","abel",2,1
"13650","levi",1,1
"13651","ames",1,1
"13652","bainbridge",1,1
"13653","innes",2,1
"13654","mowatt",1,1
"13655","benjamin",1,1
"13656","pearse",1,1
"13657","hart",1,1
"13658","elwin",2,1
"13659","langford",1,1
"13660","hovell",1,1
"13661","hodge",1,1
"13662","auditors",1,1
"13663","bankers–messrs",1,1
"13664","payne",1,1
"13665","solicitors–messrs",1,1
"13666","freshfield",1,1
"13667","chairman–hastings",1,1
"13668","macleay",1,1
"13669","barker",1,1
"13670","icely",1,1
"13671","solicitor–james",1,1
"13672","esq.the",1,1
"13673","undoubted",3,3
"13674","freehold",1,1
"13675","rate.the",1,1
"13676","transferable",1,1
"13677","lender",1,1
"13678","vouchers",2,1
"13679","coupons",1,1
"13680","admitting",1,1
"13681","holder.the",1,1
"13682","wales.security",1,1
"13683","attain",1,1
"13684","end.the",1,1
"13685","mortgaged",1,1
"13686","collateral",3,1
"13687","non-payment",1,1
"13688","mortgager",1,1
"13689","arrear",1,1
"13690","default",1,1
"13691","solicitor",1,1
"13692","purchasers",1,1
"13693","borrowers",1,1
"13694","completed.the",1,1
"13695","investment",1,1
"13696","board.the",1,1
"13697","investments",2,1
"13698","firms",1,1
"13699","contingencies",2,2
"13700","exempt",1,1
"13701","obvois",1,1
"13702","lending",2,2
"13703","rate.it",1,1
"13704","shareholder",1,1
"13705","covenant",1,1
"13706","company.the",1,1
"13707","up.that",1,1
"13708","lenders",1,1
"13709","company.that",1,1
"13710","c.that",1,1
"13711","mortgage",1,1
"13712","registered–the",1,1
"13713","necessary.that",1,1
"13714","share-holders",1,1
"13715","lenders.that",1,1
"13716","appropriation",2,2
"13717","them.john",1,1
"13718","risen",1,1
"13719","foundering",1,1
"13720","rapids",1,1
"13721","imminent",1,1
"13722","limbs",2,2
"13723","impetuo",1,1
"13724","tangled",1,1
"13725","us.our",1,1
"13726","drowning",1,1
"13727","infest",1,1
"13728","inhabit",1,1
"13729","browne",2,2
"13730","allison",1,1
"13731","scioto",2,1
"13732","canoe",9,9
"13733","sho",1,1
"13734","inh",1,1
"13735","practices",1,1
"13736","prepar",1,1
"13737","spithead",1,1
"13738","dorcester",1,1
"13739","merchantman",1,1
"13740","howe",1,1
"13741","london.in",1,1
"13742","england.as",1,1
"13743","alcide",1,1
"13744","bradley's",1,1
"13745","inn.the",1,1
"13746","object.these",2,2
"13747","trigge",1,1
"13748","communicative",1,1
"13749","strayed",2,2
"13750","hospitably",1,1
"13751","rais",1,1
"13752","nation.the",1,1
"13753","grenville",2,2
"13754","fanny",1,1
"13755","bryen",1,1
"13756","intelligence:–it",1,1
"13757","d'carondolet",1,1
"13758","o'neal",2,1
"13759","pensaco",1,1
"13760","west-florida",1,1
"13761","creeks",8,5
"13762","tribes.on",1,1
"13763","nashville",2,2
"13764","gunmen",1,1
"13765","fright",1,1
"13766","m'rocy",1,1
"13767","blockhouses",1,1
"13768","stockade",1,1
"13769","station.during",1,1
"13770","torch",1,1
"13771","hole",1,1
"13772","over???ing",1,1
"13773","bat",1,1
"13774","sticking",1,1
"13775","innumerable.undoubted",1,1
"13776","decared",1,1
"13777","cumberland–and",1,1
"13778","towns.–this",1,1
"13779","settlement.on",1,1
"13780","black's",1,1
"13781","crooked",1,1
"13782","serjeant's",1,1
"13783","crawford's",1,1
"13784","will's",1,1
"13785","talohteske",1,1
"13786","creeks.james",1,1
"13787","morse",1,1
"13788","shankland",1,1
"13789","off.these",1,1
"13790","d'carrondolet",1,1
"13791","paton",1,1
"13792","part!!!we",1,1
"13793","fayetteville",1,1
"13794","negligence",1,1
"13795","carnage",2,2
"13796","clair",4,3
"13797","scalps",2,1
"13798","trophies",1,1
"13799","riches",1,1
"13800","spears",1,1
"13801","hatchets",1,1
"13802","dorchester",2,2
"13803","mediations",1,1
"13804","dishonourable",1,1
"13805","blood.you",1,1
"13806","elapse",1,1
"13807","desolation",1,1
"13808","fiftieth",1,1
"13809","expeditions",1,1
"13810","unrighteousness",1,1
"13811","anytrade",1,1
"13812","forgive",1,1
"13813","injuriescarlisle",1,1
"13814","jefferson",2,1
"13815","allighany.extract",1,1
"13816","patowmack",1,1
"13817","amer",1,1
"13818","cat-fish",2,1
"13819","diverting",1,1
"13820","bullocks",1,1
"13821","retaken",1,1
"13822","successful.our",1,1
"13823","scott's",2,2
"13824","corresponded",1,1
"13825","cat",2,2
"13826","westtern",1,1
"13827","extents",1,1
"13828","miamis",3,3
"13829","setlers",1,1
"13830","teure",1,1
"13831","expected.the",1,1
"13832","hops",1,1
"13833","productive.a",1,1
"13834","great-ogreechee",1,1
"13835","ill-natured",1,1
"13836","heart-burning",1,1
"13837","losers",1,1
"13838","siminoles",1,1
"13839","clearer",1,1
"13840","marchthe",1,1
"13841","essentially",1,1
"13842","implacable",0,0
"13843","animosity",1,1
"13844","avowing",1,1
"13845","indians.–they",1,1
"13846","twenty-six",1,1
"13847","ministry.the",1,1
"13848","guessed",1,1
"13849","playhouse",1,1
"13850","fidable",1,1
"13851","armament",1,1
"13852","mexicans",1,1
"13853","tyranous",1,1
"13854","yoke",2,2
"13855","spain.so",1,1
"13856","achievement",1,1
"13857","assistance.the",1,1
"13858","potosi",1,1
"13859","accidentally",1,1
"13860","clambering",1,1
"13861","lama",1,1
"13862","sacotecas",1,1
"13863","terra",1,1
"13864","muskingum",1,1
"13865","norwich",1,1
"13866","connecticut",4,4
"13867","vanished",1,1
"13868","molestation",2,1
"13869","pack-horse",1,1
"13870","stole.–on",1,1
"13871","tarry",1,1
"13872","neighings",1,1
"13873","afbouring",1,1
"13874","deftroyed",1,1
"13875","hardin",1,1
"13876","detached",4,2
"13877","thickets",1,1
"13878","onset",2,1
"13879","exchanging",1,1
"13880","offiers",1,1
"13881","bayonet",2,1
"13882","obstinacy",1,1
"13883","hartshorn",1,1
"13884","luckly",1,1
"13885","log",1,1
"13886","screening",1,1
"13887","pursuers",2,2
"13888","armstrong",1,1
"13889","pond",1,1
"13890","shrieks",1,1
"13891","skirmishes",1,1
"13892","wylls",2,1
"13893","harden",1,1
"13894","decoyed",1,1
"13895","diverted",1,1
"13896","routing",1,1
"13897","commissioned",1,1
"13898","hartford",1,1
"13899","frothingham",1,1
"13900","middletown",1,1
"13901","sorely",1,1
"13902","fury.nothing",1,1
"13903","despise",1,1
"13904","undautedness",1,1
"13905","bayonets",1,1
"13906","tomahawks",1,1
"13907","savages.no",1,1
"13908","harassed",1,1
"13909","devastation",1,1
"13910","placethat",1,1
"13911","shawenese",1,1
"13912","more.that",1,1
"13913","mildest",1,1
"13914","seasons",1,1
"13915","salubrious",1,1
"13916","exuberantharvest",1,1
"13917","animates",1,1
"13918","all.extract",1,1
"13919","manned",1,1
"13920","quipped",1,1
"13921","tos",1,1
"13922","mississippi.it",1,1
"13923","orto",1,1
"13924","america's",1,1
"13925","tempest",1,1
"13926","leominster",1,1
"13927","stoutest",1,1
"13928","beaten",3,2
"13929","shreds–vast",1,1
"13930","trees–not",1,1
"13931","impressions",2,2
"13932","hailstones",1,1
"13933","hens",1,1
"13934","eggs–the",1,1
"13935","twenty-give",1,1
"13936","deep.the",1,1
"13937","shrewsbury",1,1
"13938","worcesster.august",1,1
"13939","wilmington",3,2
"13940","delaware",6,4
"13941","circumference.on",1,1
"13942","maria",24,10
"13943","passengers.on",1,1
"13944","capes",1,1
"13945","also.pennsylvania",1,1
"13946","gable",1,1
"13947","hurt.we",1,1
"13948","patrick",2,2
"13949","m'sherry",1,1
"13950","little's-town",1,1
"13951","evening.new",1,1
"13952","fel",1,1
"13953","neighhbouring",1,1
"13954","o'clock.middletown",1,1
"13955","south-easterly",1,1
"13956","commotion.extract",1,1
"13957","dartmouth",2,1
"13958","cornish",1,1
"13959","lightning.–from",1,1
"13960","aphowever",1,1
"13961","fplainfield",1,1
"13962","well.saturday",1,1
"13963","gormandising",1,1
"13964","bet",1,1
"13965","inducement",8,8
"13966","craving",1,1
"13967","stomacheat",1,1
"13968","shoulder",1,1
"13969","roast",1,1
"13970","slices",1,1
"13971","bacon",2,2
"13972","cucumbers",1,1
"13973","cider",1,1
"13974","representativesin",2,1
"13975","satisfac",1,1
"13976","congratulations",1,1
"13977","ditinguish",1,1
"13978","integrity",1,1
"13979","marine",1,1
"13980","punctuality",1,1
"13981","discharging",2,2
"13982","exemplary.in",1,1
"13983","conforming",1,1
"13984","florins",1,1
"13985","provisional",1,1
"13986","holland.–as",1,1
"13987","borrowing",1,1
"13988","information.since",1,1
"13989","sessions",2,2
"13990","kentucke",2,1
"13991","propositions",1,1
"13992","fellow-citizens",1,1
"13993","you.it",1,1
"13994","wabash",1,1
"13995","emboldened",1,1
"13996","listening",1,1
"13997","invitations",1,1
"13998","effect–the",1,1
"13999","captivity.these",1,1
"14000","provocations",1,1
"14001","aggressors",1,1
"14002","punishing",1,1
"14003","attachments",1,1
"14004","empowers",1,1
"14005","attended.the",1,1
"14006","posture",1,1
"14007","reminds",1,1
"14008","enhance",1,1
"14009","reflections",1,1
"14010","embarrassments",1,1
"14011","encouragements",1,1
"14012","andagriculture",1,1
"14013","dependant",1,1
"14014","evil.your",1,1
"14015","belongs",2,1
"14016","destresful",1,1
"14017","misemployed",1,1
"14018","protection.the",1,1
"14019","judicatory",1,1
"14020","provements",1,1
"14021","consular",1,1
"14022","effect.the",1,1
"14023","standards",1,1
"14024","resume",1,1
"14025","abundantly",2,2
"14026","importance.gentlemen",1,1
"14027","residuary",1,1
"14028","commensurate",2,2
"14029","exonerate",1,1
"14030","toe",1,1
"14031","constituents.gentlemen",1,1
"14032","indulge",1,1
"14033","undiminished",1,1
"14034","clair's",1,1
"14035","actuallyexported",1,1
"14036","bean",1,1
"14037","peas.our",1,1
"14038","willis",3,2
"14039","m'murtry",1,1
"14040","fortingham",1,1
"14041","killedand",1,1
"14042","yorkduring",1,1
"14043","gales",1,1
"14044","smugglers",1,1
"14045","property–for",1,1
"14046","custon-house",1,1
"14047","them.from",1,1
"14048","flooded",1,1
"14049","rains.a",1,1
"14050","stealing",1,1
"14051","acquitted",1,1
"14052","lenity",1,1
"14053","inhabitants.a",1,1
